============================================================================================== 
Warning! Mixing Conda and module environments may lead to corruption of the
user environment. 
We do not recommend users mixing those two environments unless absolutely
necessary. Note that 
SURF does not provide any support for Conda environment.
For more information, please refer to our software policy page:
https://servicedesk.surf.nl/wiki/display/WIKI/Software+policy+Snellius#SoftwarepolicySnellius-UseofAnacondaandMinicondaenvironmentsonSnellius 

Remember that many packages have already been installed on the system and can
be loaded using 
the 'module load <package__name>' command. If you are uncertain if a package is
already available 
on the system, please use 'module avail' or 'module spider' to search for it.
============================================================================================== 
Epoch 1, Training Loss: 0.17831179254377882, Validation Loss: 0.04179443833418191
Epoch 37, Training Loss: 0.00590984463536491, Validation Loss: 0.008254850842058658
Epoch 38, Training Loss: 0.005171443067956716, Validation Loss: 0.00948297989089042
Epoch 39, Training Loss: 0.00597805465804413, Validation Loss: 0.007530399918323383
Epoch 40, Training Loss: 0.005444859414516638, Validation Loss: 0.0077842148370109495
Epoch 41, Training Loss: 0.0058259906674114365, Validation Loss: 0.007953453506343067
Epoch 42, Training Loss: 0.004797549091745168, Validation Loss: 0.00738396702799946
Epoch 43, Training Loss: 0.004822090240971496, Validation Loss: 0.007954782858723775
Epoch 44, Training Loss: 0.004480988815582047, Validation Loss: 0.007495390536496416
Epoch 45, Training Loss: 0.004393129578481118, Validation Loss: 0.008140966319479049
Epoch 46, Training Loss: 0.00440431662912791, Validation Loss: 0.007402301311958581
Epoch 47, Training Loss: 0.003671144220667581, Validation Loss: 0.00734229264780879
Epoch 48, Training Loss: 0.004104267660295591, Validation Loss: 0.008441947679966689
Epoch 49, Training Loss: 0.004683808051049709, Validation Loss: 0.007838719943538307
Epoch 50, Training Loss: 0.003895994246704504, Validation Loss: 0.008450128545518965
Epoch 51, Training Loss: 0.0034020210441667587, Validation Loss: 0.0075766859052237125
Epoch 52, Training Loss: 0.004079667521485438, Validation Loss: 0.0073687997180968525
Epoch 53, Training Loss: 0.003171123191714287, Validation Loss: 0.007839328062254935
Epoch 54, Training Loss: 0.004132145716963956, Validation Loss: 0.007625602051848546
Epoch 55, Training Loss: 0.003579529394240429, Validation Loss: 0.008132763032335788
Epoch 56, Training Loss: 0.003201811787827561, Validation Loss: 0.0078897173400037
Epoch 57, Training Loss: 0.002830112021183595, Validation Loss: 0.008069272467400879
Epoch 58, Training Loss: 0.0029524382359037795, Validation Loss: 0.00757932560518384
Epoch 59, Training Loss: 0.002773825085023418, Validation Loss: 0.007072143809637055
Epoch 60, Training Loss: 0.0029262497109205773, Validation Loss: 0.007598072395194322
Epoch 61, Training Loss: 0.00296336222672835, Validation Loss: 0.007493405544664711
Epoch 62, Training Loss: 0.003574189369101077, Validation Loss: 0.008021028264192865
Epoch 63, Training Loss: 0.0026486495878392208, Validation Loss: 0.006977550388546661
Epoch 64, Training Loss: 0.002241822184684376, Validation Loss: 0.006772834347793832
Epoch 65, Training Loss: 0.0028437453031074254, Validation Loss: 0.007933750771917403
Epoch 66, Training Loss: 0.003345196096537014, Validation Loss: 0.0089457165915519
Epoch 67, Training Loss: 0.0032822840672452, Validation Loss: 0.0075001806137152014
Epoch 68, Training Loss: 0.002668263113203769, Validation Loss: 0.007386998378206044
Epoch 69, Training Loss: 0.002285837760427967, Validation Loss: 0.007087320013670251
Epoch 70, Training Loss: 0.002182874452167501, Validation Loss: 0.00937769889133051
Epoch 71, Training Loss: 0.0023949462338350713, Validation Loss: 0.00693571658921428
Epoch 72, Training Loss: 0.002311397537899514, Validation Loss: 0.007392294716555625
Epoch 73, Training Loss: 0.0021877691285529482, Validation Loss: 0.0069390249904245135
Epoch 74, Training Loss: 0.0019012920034583657, Validation Loss: 0.007592813350493088
Epoch 75, Training Loss: 0.0023340553064675382, Validation Loss: 0.0074826344265602526
Epoch 76, Training Loss: 0.0021066325503246238, Validation Loss: 0.0075699301902204755
Epoch 77, Training Loss: 0.0023041291744448243, Validation Loss: 0.006969098438275978
Epoch 78, Training Loss: 0.001865866396110505, Validation Loss: 0.0069711349671706556
Epoch 79, Training Loss: 0.0033318365827047576, Validation Loss: 0.011027648905292153
Epoch 80, Training Loss: 0.003854761749971658, Validation Loss: 0.01066955077694729
Epoch 81, Training Loss: 0.0029763682881214968, Validation Loss: 0.007342262694146484
Epoch 82, Training Loss: 0.002110675300355069, Validation Loss: 0.007590572175104171
Epoch 83, Training Loss: 0.0019801964808721095, Validation Loss: 0.006997697381302714
Epoch 84, Training Loss: 0.001662058833365639, Validation Loss: 0.0070330905553419145
Epoch 85, Training Loss: 0.002168405659419174, Validation Loss: 0.0075420674518682064
Epoch 86, Training Loss: 0.0018788558333956947, Validation Loss: 0.0073105996882077305
Epoch 87, Training Loss: 0.0020274409500416367, Validation Loss: 0.008336442580912262
Epoch 88, Training Loss: 0.002565281050434957, Validation Loss: 0.007747643243055791
Epoch 89, Training Loss: 0.002084338948285828, Validation Loss: 0.007751311431638897
Epoch 90, Training Loss: 0.0019035275947923461, Validation Loss: 0.007352881249971688
Epoch 91, Training Loss: 0.001801986614979493, Validation Loss: 0.007314761122688651
Epoch 92, Training Loss: 0.0018728487998790418, Validation Loss: 0.007396496227011084
Epoch 93, Training Loss: 0.001758016931125894, Validation Loss: 0.007351030578138307
Epoch 94, Training Loss: 0.0018315500346943736, Validation Loss: 0.007422615878749639
Epoch 95, Training Loss: 0.0013719161128392444, Validation Loss: 0.006914652994601056
Epoch 96, Training Loss: 0.0013915931282099336, Validation Loss: 0.006930830795317889
Epoch 97, Training Loss: 0.0029577647685073314, Validation Loss: 0.007988510956056415
Epoch 98, Training Loss: 0.0021471969744501014, Validation Loss: 0.00719987004995346
Epoch 99, Training Loss: 0.001626352909564351, Validation Loss: 0.0069066068797837945
Epoch 100, Training Loss: 0.0013702784558214868, Validation Loss: 0.006838004005840048
Epoch 101, Training Loss: 0.001518350864838188, Validation Loss: 0.008096753142308444
Epoch 102, Training Loss: 0.0013545285745446259, Validation Loss: 0.007354030676651746
Epoch 103, Training Loss: 0.0015386164624942467, Validation Loss: 0.006676023633917794
Epoch 104, Training Loss: 0.0012886588393788165, Validation Loss: 0.0070738294161856174
Epoch 105, Training Loss: 0.0013304245483595877, Validation Loss: 0.007239548856159672
Epoch 106, Training Loss: 0.0017376600192316497, Validation Loss: 0.008907906524837018
Epoch 107, Training Loss: 0.0027511676191352306, Validation Loss: 0.007238564948784188
Epoch 108, Training Loss: 0.0022235084373581535, Validation Loss: 0.007569215836701915
Epoch 109, Training Loss: 0.0022174068687794107, Validation Loss: 0.007274186814902351
Epoch 110, Training Loss: 0.0019593787495978177, Validation Loss: 0.007550730236107484
Epoch 111, Training Loss: 0.0014168752046922843, Validation Loss: 0.006605381739791483
Epoch 112, Training Loss: 0.0013059996272204444, Validation Loss: 0.007657936413306743
Epoch 113, Training Loss: 0.001417270659779509, Validation Loss: 0.006732982507674024
Epoch 114, Training Loss: 0.00124777168869817, Validation Loss: 0.007061521569266915
Epoch 115, Training Loss: 0.0035863876430084927, Validation Loss: 0.007392049464397132
Epoch 116, Training Loss: 0.0020540649362374096, Validation Loss: 0.008664890471845866
Epoch 117, Training Loss: 0.0017759929760359228, Validation Loss: 0.006849237764254212
Epoch 118, Training Loss: 0.0013814457905633995, Validation Loss: 0.0073567769315559415
Epoch 119, Training Loss: 0.0024870153720257804, Validation Loss: 0.00895341335562989
Epoch 120, Training Loss: 0.0017037762590916827, Validation Loss: 0.007426573405973613
Epoch 121, Training Loss: 0.0012363602028926835, Validation Loss: 0.006936908781062812
Epoch 122, Training Loss: 0.0011355702464546388, Validation Loss: 0.006703579390887171
Epoch 123, Training Loss: 0.0009565789058494071, Validation Loss: 0.00666153373895213
Epoch 124, Training Loss: 0.0011447209331284587, Validation Loss: 0.006841713393805548
Epoch 125, Training Loss: 0.001545857272382515, Validation Loss: 0.0069176070974208415
Epoch 126, Training Loss: 0.001369886554311961, Validation Loss: 0.007937249599490315
Epoch 127, Training Loss: 0.0016570053461085383, Validation Loss: 0.007494085334474221
Epoch 128, Training Loss: 0.002428705202570806, Validation Loss: 0.006947164132725447
Epoch 129, Training Loss: 0.00160720474862804, Validation Loss: 0.006782207457581535
Epoch 130, Training Loss: 0.001263733403175138, Validation Loss: 0.007584225869504735
Epoch 131, Training Loss: 0.0017182262206915766, Validation Loss: 0.006934831396210939
Epoch 132, Training Loss: 0.0009816540744698916, Validation Loss: 0.0067314952670130875
Epoch 133, Training Loss: 0.00097965324530378, Validation Loss: 0.006770183448679745
Epoch 134, Training Loss: 0.0008557430031942203, Validation Loss: 0.00667903694557026
Epoch 135, Training Loss: 0.0008563836570829153, Validation Loss: 0.006601174722891301
Epoch 136, Training Loss: 0.0008779444246708105, Validation Loss: 0.006678435986395925
Epoch 137, Training Loss: 0.0009598650756136825, Validation Loss: 0.007494564895750955
Epoch 138, Training Loss: 0.0012137367205771927, Validation Loss: 0.007097405643435195
Epoch 139, Training Loss: 0.001535873394459486, Validation Loss: 0.007965042267460375
Epoch 140, Training Loss: 0.0014875129709253088, Validation Loss: 0.007358347915578633
Epoch 141, Training Loss: 0.001555992311720426, Validation Loss: 0.0072903368272818625
Epoch 142, Training Loss: 0.0017150448741934572, Validation Loss: 0.0070785711635835465
Epoch 143, Training Loss: 0.002216474246233702, Validation Loss: 0.007274265040177852
Epoch 144, Training Loss: 0.001558356926155587, Validation Loss: 0.007269038446247577
Epoch 145, Training Loss: 0.0011892994923982769, Validation Loss: 0.006823197420453652
Epoch 146, Training Loss: 0.0010385850929499915, Validation Loss: 0.006649412866681814
Epoch 147, Training Loss: 0.0009825899178395048, Validation Loss: 0.007087465812219307
Epoch 148, Training Loss: 0.0009677626318686331, Validation Loss: 0.006636804121080786
Epoch 149, Training Loss: 0.0012884686235338449, Validation Loss: 0.007409288821509108
Epoch 150, Training Loss: 0.001334494410548359, Validation Loss: 0.007506512908730656
Epoch 151, Training Loss: 0.0012198864462940643, Validation Loss: 0.006836337159620598
Epoch 152, Training Loss: 0.0010194607069327806, Validation Loss: 0.006900885817594826
Epoch 153, Training Loss: 0.0009180125004301468, Validation Loss: 0.00708677044021897
Epoch 154, Training Loss: 0.001157889164945421, Validation Loss: 0.0072692384361289445
Epoch 155, Training Loss: 0.0011838777757172162, Validation Loss: 0.0066943324112799015
Epoch 156, Training Loss: 0.0010134021635167302, Validation Loss: 0.007336412760196254
Epoch 157, Training Loss: 0.0013819209649227559, Validation Loss: 0.007135371747426689
Epoch 158, Training Loss: 0.002331169011692206, Validation Loss: 0.008271904347930103
Epoch 159, Training Loss: 0.0014223635933982828, Validation Loss: 0.006793074577581137
Epoch 160, Training Loss: 0.0015751773569112023, Validation Loss: 0.007162514753872529
Epoch 161, Training Loss: 0.0010969845762398714, Validation Loss: 0.006735699018463492
Epoch 162, Training Loss: 0.0012251631803034495, Validation Loss: 0.006752447132021189
Epoch 163, Training Loss: 0.0010325343580916523, Validation Loss: 0.006841954175615683
Epoch 164, Training Loss: 0.0008742692492281398, Validation Loss: 0.006730644934577867
Epoch 165, Training Loss: 0.0008964977547293529, Validation Loss: 0.007094806135864928
Epoch 166, Training Loss: 0.0009250982033942516, Validation Loss: 0.006772590125910938
Epoch 167, Training Loss: 0.0014279688854003324, Validation Loss: 0.007505062676500529
Epoch 168, Training Loss: 0.001546844076559258, Validation Loss: 0.006806758802849799
Epoch 169, Training Loss: 0.0011404807659952591, Validation Loss: 0.006964425725163892
Epoch 170, Training Loss: 0.001229943044988128, Validation Loss: 0.006992412690306082
Epoch 171, Training Loss: 0.001167617380754867, Validation Loss: 0.006732483883388341
Epoch 172, Training Loss: 0.0011348751286277547, Validation Loss: 0.00683020154829137
Epoch 173, Training Loss: 0.0009306066824744145, Validation Loss: 0.006939463637536392
Epoch 174, Training Loss: 0.0009360965312225744, Validation Loss: 0.007056005718186498
Epoch 175, Training Loss: 0.0010162245933315716, Validation Loss: 0.006558764114743099
Epoch 176, Training Loss: 0.0009878137517565241, Validation Loss: 0.0067322517395950856
Epoch 177, Training Loss: 0.0007192166337821012, Validation Loss: 0.0066475292493123565
Epoch 178, Training Loss: 0.0006486927207636958, Validation Loss: 0.006607608631020412
Epoch 179, Training Loss: 0.0008072916544430579, Validation Loss: 0.006807853496866301
Epoch 180, Training Loss: 0.0007871228973575247, Validation Loss: 0.0067322335613425825
Epoch 181, Training Loss: 0.0012291281260938074, Validation Loss: 0.007619310537120327
Epoch 182, Training Loss: 0.0024682592396857218, Validation Loss: 0.0075731775490567085
Epoch 183, Training Loss: 0.0014433713775360956, Validation Loss: 0.007048458646750078
Epoch 184, Training Loss: 0.001148073037620634, Validation Loss: 0.006885998829966411
Epoch 185, Training Loss: 0.001228935710969381, Validation Loss: 0.006746813008794561
Epoch 186, Training Loss: 0.0012904226236666243, Validation Loss: 0.0076062133884988725
Epoch 187, Training Loss: 0.0010691588550495604, Validation Loss: 0.006682319397805258
Epoch 188, Training Loss: 0.00081141152913915, Validation Loss: 0.006525671441340819
Epoch 189, Training Loss: 0.0008005993295228109, Validation Loss: 0.006542199419345707
Epoch 190, Training Loss: 0.0006166629580548033, Validation Loss: 0.006548345426563173
Epoch 191, Training Loss: 0.00064811855215036, Validation Loss: 0.006988372752675787
Epoch 192, Training Loss: 0.0007100537918934909, Validation Loss: 0.006611651967978105
Epoch 193, Training Loss: 0.0007350510655669496, Validation Loss: 0.0064151429396588355
Epoch 194, Training Loss: 0.0007699780462038082, Validation Loss: 0.006832574447616935
Epoch 195, Training Loss: 0.0008778513438301161, Validation Loss: 0.007127288746414706
Epoch 196, Training Loss: 0.0009907789373149475, Validation Loss: 0.006962337251752615
Epoch 197, Training Loss: 0.0020205986860673875, Validation Loss: 0.0078209443599917
Epoch 198, Training Loss: 0.0019110404934811716, Validation Loss: 0.007296780549222603
Epoch 199, Training Loss: 0.0012237141345394775, Validation Loss: 0.00726002108422108
Epoch 200, Training Loss: 0.0012763509099992614, Validation Loss: 0.006934019393520429
Epoch 201, Training Loss: 0.0007988144405923473, Validation Loss: 0.006513334432383999
Epoch 202, Training Loss: 0.0006820358399030131, Validation Loss: 0.006894194660708309
Epoch 203, Training Loss: 0.0007183362104115076, Validation Loss: 0.006510715349577367
Epoch 204, Training Loss: 0.0010294867669775462, Validation Loss: 0.006948894064407796
Epoch 205, Training Loss: 0.0009107909587328322, Validation Loss: 0.006870052282465622
Epoch 206, Training Loss: 0.0009239299329541002, Validation Loss: 0.0068840881751384584
Epoch 207, Training Loss: 0.0007232346251839772, Validation Loss: 0.006893143191700801
Epoch 208, Training Loss: 0.0008696592553557518, Validation Loss: 0.007060218404512852
Epoch 209, Training Loss: 0.0008183435080961013, Validation Loss: 0.007045006542466581
Epoch 210, Training Loss: 0.0008187277659696216, Validation Loss: 0.006437109492253512
Epoch 211, Training Loss: 0.0008399054534190024, Validation Loss: 0.007524444407317787
Epoch 212, Training Loss: 0.0008134292288256499, Validation Loss: 0.006845888163661584
Epoch 213, Training Loss: 0.0009055656919372268, Validation Loss: 0.006758142245234922
Epoch 214, Training Loss: 0.000871249612828251, Validation Loss: 0.006811334384838119
Epoch 215, Training Loss: 0.0008870022410216431, Validation Loss: 0.006602247862610966
Epoch 216, Training Loss: 0.001024116441840306, Validation Loss: 0.00732085871277377
Epoch 217, Training Loss: 0.0012201266916235908, Validation Loss: 0.006933409959310665
Epoch 218, Training Loss: 0.0007645694451639429, Validation Loss: 0.006581762048881501
Epoch 219, Training Loss: 0.0010650362334369372, Validation Loss: 0.007375981734367087
Epoch 220, Training Loss: 0.001609402101409311, Validation Loss: 0.007657009281683713
Epoch 221, Training Loss: 0.0011380892149948825, Validation Loss: 0.006989615346537903
Epoch 222, Training Loss: 0.0011550186939227084, Validation Loss: 0.007370994566008449
Epoch 223, Training Loss: 0.000935561522298182, Validation Loss: 0.006810904497979209
Epoch 224, Training Loss: 0.0007794429567487289, Validation Loss: 0.006712867732858285
Epoch 225, Training Loss: 0.0007933773507829755, Validation Loss: 0.006546491116750985
Epoch 226, Training Loss: 0.0006814633685280569, Validation Loss: 0.006597641145344823
Epoch 227, Training Loss: 0.0006725565908709541, Validation Loss: 0.006556261616060511
Epoch 228, Training Loss: 0.0006591154868753317, Validation Loss: 0.006534619146259501
Epoch 229, Training Loss: 0.0005199507970246487, Validation Loss: 0.006566327344626188
Epoch 230, Training Loss: 0.0005090105885756202, Validation Loss: 0.006465497688623145
Epoch 231, Training Loss: 0.000514864608218583, Validation Loss: 0.007039377820910886
Epoch 232, Training Loss: 0.0007299660569212089, Validation Loss: 0.00675352614489384
Epoch 233, Training Loss: 0.0008709671397809871, Validation Loss: 0.006796151993330568
Epoch 234, Training Loss: 0.0007860647538715664, Validation Loss: 0.0067923606955446305
Epoch 235, Training Loss: 0.0009180960245430469, Validation Loss: 0.006807815429056063
Epoch 236, Training Loss: 0.0011561313226896648, Validation Loss: 0.007887332391692325
Epoch 237, Training Loss: 0.0017634733133794118, Validation Loss: 0.00762420913670212
Epoch 238, Training Loss: 0.0013038441024643059, Validation Loss: 0.007290158234536648
Epoch 239, Training Loss: 0.0012456604803446681, Validation Loss: 0.006761177844600752
Epoch 240, Training Loss: 0.000913290885121872, Validation Loss: 0.0065301101072691384
Epoch 241, Training Loss: 0.0007545445968086521, Validation Loss: 0.006467915244866162
Epoch 242, Training Loss: 0.0005304585671789633, Validation Loss: 0.006452904094476253
Early stopping...
Test Loss: 0.006086108612362295

JOB STATISTICS
==============
Job ID: 6388476
Cluster: snellius
User/Group: igardner/igardner
State: COMPLETED (exit code 0)
Nodes: 1
Cores per node: 18
CPU Utilized: 2-18:33:20
CPU Efficiency: 99.66% of 2-18:47:06 core-walltime
Job Wall-clock time: 03:42:37
Memory Utilized: 1.84 GB
Memory Efficiency: 1.54% of 120.00 GB
