============================================================================================== 
Warning! Mixing Conda and module environments may lead to corruption of the
user environment. 
We do not recommend users mixing those two environments unless absolutely
necessary. Note that 
SURF does not provide any support for Conda environment.
For more information, please refer to our software policy page:
https://servicedesk.surf.nl/wiki/display/WIKI/Software+policy+Snellius#SoftwarepolicySnellius-UseofAnacondaandMinicondaenvironmentsonSnellius 

Remember that many packages have already been installed on the system and can
be loaded using 
the 'module load <package__name>' command. If you are uncertain if a package is
already available 
on the system, please use 'module avail' or 'module spider' to search for it.
============================================================================================== 
Epoch 1, Training Loss: 0.2025633966550231, Validation Loss: 0.04548321412876248
Epoch 162, Training Loss: 0.0006244124180132834, Validation Loss: 0.00817427084548399
Epoch 163, Training Loss: 0.002208867368365948, Validation Loss: 0.008151184092275799
Epoch 164, Training Loss: 0.0011270312243141234, Validation Loss: 0.007513108302373439
Epoch 165, Training Loss: 0.0010768722500264023, Validation Loss: 0.00724100237712264
Epoch 166, Training Loss: 0.0009546303588043278, Validation Loss: 0.007280037750024349
Epoch 167, Training Loss: 0.0006264412727129335, Validation Loss: 0.006981326459208503
Epoch 168, Training Loss: 0.0003793187698950836, Validation Loss: 0.006814152357401326
Epoch 169, Training Loss: 0.000286853493162198, Validation Loss: 0.00679481124971062
Epoch 170, Training Loss: 0.00025318079666855435, Validation Loss: 0.006802065542433411
Epoch 171, Training Loss: 0.000198485927588384, Validation Loss: 0.00672917456831783
Epoch 172, Training Loss: 0.0001849210149278709, Validation Loss: 0.006729695934336632
Epoch 173, Training Loss: 0.00019556186816771515, Validation Loss: 0.006761169817764312
Epoch 174, Training Loss: 0.00028451131147448904, Validation Loss: 0.007090387697098776
Epoch 175, Training Loss: 0.00043646565318340437, Validation Loss: 0.006764325505355373
Epoch 176, Training Loss: 0.0003572668145352509, Validation Loss: 0.0068426937505137175
Epoch 177, Training Loss: 0.000367881596563772, Validation Loss: 0.006950919359223917
Epoch 178, Training Loss: 0.0005899698255234398, Validation Loss: 0.007070263283094391
Epoch 179, Training Loss: 0.0005988172730819011, Validation Loss: 0.007060963183175772
Epoch 180, Training Loss: 0.0008636514384609957, Validation Loss: 0.007310641946969554
Epoch 181, Training Loss: 0.0009361206398655971, Validation Loss: 0.007214026479050517
Epoch 182, Training Loss: 0.0007168890830750266, Validation Loss: 0.007391197344986722
Early stopping...
Test Loss: 0.006266011850675568

JOB STATISTICS
==============
Job ID: 6388474
Cluster: snellius
User/Group: igardner/igardner
State: RUNNING
Nodes: 1
Cores per node: 18
CPU Utilized: 00:00:00
CPU Efficiency: 0.00% of 1-06:35:24 core-walltime
Job Wall-clock time: 01:41:58
Memory Utilized: 0.00 MB (estimated maximum)
Memory Efficiency: 0.00% of 120.00 GB (120.00 GB/node)
WARNING: Efficiency statistics may be misleading for RUNNING jobs.
